UZA,Modes,Month,Trips
"Elkhart, IN-MI",MB,3/1/2019 0:00,34882
"Elkhart, IN-MI",MB,4/1/2019 0:00,37551
"Elkhart, IN-MI",MB,5/1/2019 0:00,40092
"Elkhart, IN-MI",MB,6/1/2019 0:00,38811
"Elkhart, IN-MI",MB,7/1/2019 0:00,38442
"Elkhart, IN-MI",MB,8/1/2019 0:00,41126
"Elkhart, IN-MI",MB,9/1/2019 0:00,35568
"Elkhart, IN-MI",MB,10/1/2019 0:00,38818
"Elkhart, IN-MI",MB,11/1/2019 0:00,34392
"Elkhart, IN-MI",MB,12/1/2019 0:00,33826
"Elkhart, IN-MI",MB,1/1/2020 0:00,35796
"Elkhart, IN-MI",MB,2/1/2020 0:00,34975
"Elkhart, IN-MI",MB,3/1/2020 0:00,30810
"Elkhart, IN-MI",MB,4/1/2020 0:00,21304
"Elkhart, IN-MI",MB,5/1/2020 0:00,24359
"Elkhart, IN-MI",MB,6/1/2020 0:00,31761
"Elkhart, IN-MI",MB,7/1/2020 0:00,30857
"Elkhart, IN-MI",MB,8/1/2020 0:00,39909
"Elkhart, IN-MI",MB,9/1/2020 0:00,35559
"Erie, PA",DR,1/1/2019 0:00,14567
"Erie, PA",DR,2/1/2019 0:00,15203
"Erie, PA",DR,3/1/2019 0:00,16288
"Erie, PA",DR,4/1/2019 0:00,16733
"Erie, PA",DR,5/1/2019 0:00,16637
"Erie, PA",DR,6/1/2019 0:00,16459
"Erie, PA",DR,7/1/2019 0:00,15706
"Erie, PA",DR,8/1/2019 0:00,15466
"Erie, PA",DR,9/1/2019 0:00,14213
"Erie, PA",DR,10/1/2019 0:00,16762
"Erie, PA",DR,11/1/2019 0:00,14423
"Erie, PA",DR,12/1/2019 0:00,14316
"Erie, PA",DR,1/1/2020 0:00,15757
"Erie, PA",DR,2/1/2020 0:00,15117
"Erie, PA",DR,3/1/2020 0:00,9669
"Erie, PA",DR,4/1/2020 0:00,3069
"Erie, PA",DR,5/1/2020 0:00,3740
"Erie, PA",DR,6/1/2020 0:00,5083
"Erie, PA",DR,7/1/2020 0:00,6191
"Erie, PA",DR,8/1/2020 0:00,7291
"Erie, PA",DR,9/1/2020 0:00,9240
"Erie, PA",MB,1/1/2019 0:00,199480
"Erie, PA",MB,2/1/2019 0:00,201783
"Erie, PA",MB,3/1/2019 0:00,209922
"Erie, PA",MB,4/1/2019 0:00,220669
"Erie, PA",MB,5/1/2019 0:00,216746
"Erie, PA",MB,6/1/2019 0:00,149233
"Erie, PA",MB,7/1/2019 0:00,175170
"Erie, PA",MB,8/1/2019 0:00,212704
"Erie, PA",MB,9/1/2019 0:00,217118
"Erie, PA",MB,10/1/2019 0:00,235247
"Erie, PA",MB,11/1/2019 0:00,192793
"Erie, PA",MB,12/1/2019 0:00,178190
"Erie, PA",MB,1/1/2020 0:00,205815
"Erie, PA",MB,2/1/2020 0:00,193229
"Erie, PA",MB,3/1/2020 0:00,130860
"Erie, PA",MB,4/1/2020 0:00,40259
"Erie, PA",MB,5/1/2020 0:00,42816
"Erie, PA",MB,6/1/2020 0:00,55862
"Erie, PA",MB,7/1/2020 0:00,74113
"Erie, PA",MB,8/1/2020 0:00,62932
"Erie, PA",MB,9/1/2020 0:00,67491
"Eugene, OR",DR,1/1/2019 0:00,48362
"Eugene, OR",DR,2/1/2019 0:00,38137
"Eugene, OR",DR,3/1/2019 0:00,46830
"Eugene, OR",DR,4/1/2019 0:00,50372
"Eugene, OR",DR,5/1/2019 0:00,51286
"Eugene, OR",DR,6/1/2019 0:00,47012
"Eugene, OR",DR,7/1/2019 0:00,48693
"Eugene, OR",DR,8/1/2019 0:00,48481
"Eugene, OR",DR,9/1/2019 0:00,45534
"Eugene, OR",DR,10/1/2019 0:00,52124
"Eugene, OR",DR,11/1/2019 0:00,44180
"Eugene, OR",DR,12/1/2019 0:00,43496
"Eugene, OR",DR,1/1/2020 0:00,49279
"Eugene, OR",DR,2/1/2020 0:00,46686
"Eugene, OR",DR,3/1/2020 0:00,30047
"Eugene, OR",DR,4/1/2020 0:00,11321
"Eugene, OR",DR,5/1/2020 0:00,14365
"Eugene, OR",DR,6/1/2020 0:00,19777
"Eugene, OR",DR,7/1/2020 0:00,21076
"Eugene, OR",DR,8/1/2020 0:00,21785
"Eugene, OR",DR,9/1/2020 0:00,21626
"Eugene, OR",MB,1/1/2019 0:00,528452
"Eugene, OR",MB,2/1/2019 0:00,431590
"Eugene, OR",MB,3/1/2019 0:00,502514
"Eugene, OR",MB,4/1/2019 0:00,565210
"Eugene, OR",MB,5/1/2019 0:00,561890
"Eugene, OR",MB,6/1/2019 0:00,474606
"Eugene, OR",MB,7/1/2019 0:00,455543
"Eugene, OR",MB,8/1/2019 0:00,447697
"Eugene, OR",MB,9/1/2019 0:00,468254
"Eugene, OR",MB,10/1/2019 0:00,609693
"Eugene, OR",MB,11/1/2019 0:00,512341
"Eugene, OR",MB,12/1/2019 0:00,454910
"Eugene, OR",MB,1/1/2020 0:00,520466
"Eugene, OR",MB,2/1/2020 0:00,503629
"Eugene, OR",MB,3/1/2020 0:00,355506
"Eugene, OR",MB,4/1/2020 0:00,124960
"Eugene, OR",MB,5/1/2020 0:00,131323
"Eugene, OR",MB,6/1/2020 0:00,169923
"Eugene, OR",MB,7/1/2020 0:00,184776
"Eugene, OR",MB,8/1/2020 0:00,193994
"Eugene, OR",MB,9/1/2020 0:00,171724
"Eugene, OR",RB,1/1/2019 0:00,336800
"Eugene, OR",RB,2/1/2019 0:00,291758
"Eugene, OR",RB,3/1/2019 0:00,322877
"Eugene, OR",RB,4/1/2019 0:00,365251
"Eugene, OR",RB,5/1/2019 0:00,373663
"Eugene, OR",RB,6/1/2019 0:00,308587
"Eugene, OR",RB,7/1/2019 0:00,300675
"Eugene, OR",RB,8/1/2019 0:00,292517
"Eugene, OR",RB,9/1/2019 0:00,287380
"Eugene, OR",RB,10/1/2019 0:00,410473
"Eugene, OR",RB,11/1/2019 0:00,358806
"Eugene, OR",RB,12/1/2019 0:00,303063
"Eugene, OR",RB,1/1/2020 0:00,380520
"Eugene, OR",RB,2/1/2020 0:00,356381
"Eugene, OR",RB,3/1/2020 0:00,252668
"Eugene, OR",RB,4/1/2020 0:00,100632
"Eugene, OR",RB,5/1/2020 0:00,112342
"Eugene, OR",RB,6/1/2020 0:00,138870
"Eugene, OR",RB,7/1/2020 0:00,147257
"Eugene, OR",RB,8/1/2020 0:00,151904
"Eugene, OR",RB,9/1/2020 0:00,142229
"Eugene, OR",VP,1/1/2019 0:00,3752
"Eugene, OR",VP,2/1/2019 0:00,2960
"Eugene, OR",VP,3/1/2019 0:00,3566
"Eugene, OR",VP,4/1/2019 0:00,3843
"Eugene, OR",VP,5/1/2019 0:00,3833
"Eugene, OR",VP,6/1/2019 0:00,3280
"Eugene, OR",VP,7/1/2019 0:00,3632
"Eugene, OR",VP,8/1/2019 0:00,3722
"Eugene, OR",VP,9/1/2019 0:00,3550
"Eugene, OR",VP,10/1/2019 0:00,4142
"Eugene, OR",VP,11/1/2019 0:00,3160
"Eugene, OR",VP,12/1/2019 0:00,3219
"Eugene, OR",VP,1/1/2020 0:00,3500
"Eugene, OR",VP,2/1/2020 0:00,3181
"Eugene, OR",VP,3/1/2020 0:00,1907
"Eugene, OR",VP,4/1/2020 0:00,136
"Eugene, OR",VP,5/1/2020 0:00,128
"Eugene, OR",VP,6/1/2020 0:00,198
"Eugene, OR",VP,7/1/2020 0:00,262
"Eugene, OR",VP,8/1/2020 0:00,238
"Eugene, OR",VP,9/1/2020 0:00,246
"Evansville, IN-KY",DR,1/1/2019 0:00,5156
"Evansville, IN-KY",DR,2/1/2019 0:00,5063
"Evansville, IN-KY",DR,3/1/2019 0:00,4818
"Evansville, IN-KY",DR,4/1/2019 0:00,5610
"Evansville, IN-KY",DR,5/1/2019 0:00,5196
"Evansville, IN-KY",DR,6/1/2019 0:00,5274
"Evansville, IN-KY",DR,7/1/2019 0:00,5420
"Evansville, IN-KY",DR,8/1/2019 0:00,6209
"Evansville, IN-KY",DR,9/1/2019 0:00,5319
"Evansville, IN-KY",DR,10/1/2019 0:00,5638
"Evansville, IN-KY",DR,11/1/2019 0:00,5181
"Evansville, IN-KY",DR,12/1/2019 0:00,4774
"Evansville, IN-KY",DR,1/1/2020 0:00,5413
"Evansville, IN-KY",DR,2/1/2020 0:00,5174
"Evansville, IN-KY",DR,3/1/2020 0:00,3782
"Evansville, IN-KY",DR,4/1/2020 0:00,982
"Evansville, IN-KY",DR,5/1/2020 0:00,1462
"Evansville, IN-KY",DR,6/1/2020 0:00,2221
"Evansville, IN-KY",DR,7/1/2020 0:00,2853
"Evansville, IN-KY",DR,8/1/2020 0:00,2709
"Evansville, IN-KY",DR,9/1/2020 0:00,3183
"Evansville, IN-KY",MB,1/1/2019 0:00,102955
"Evansville, IN-KY",MB,2/1/2019 0:00,102221
"Evansville, IN-KY",MB,3/1/2019 0:00,99455
"Evansville, IN-KY",MB,4/1/2019 0:00,106602
"Evansville, IN-KY",MB,5/1/2019 0:00,90362
"Evansville, IN-KY",MB,6/1/2019 0:00,86644
"Evansville, IN-KY",MB,7/1/2019 0:00,87748
"Evansville, IN-KY",MB,8/1/2019 0:00,110226
"Evansville, IN-KY",MB,9/1/2019 0:00,106922
"Evansville, IN-KY",MB,10/1/2019 0:00,118325
"Evansville, IN-KY",MB,11/1/2019 0:00,106875
"Evansville, IN-KY",MB,12/1/2019 0:00,91618
"Evansville, IN-KY",MB,1/1/2020 0:00,105417
"Evansville, IN-KY",MB,2/1/2020 0:00,105441
"Evansville, IN-KY",MB,3/1/2020 0:00,74952
"Evansville, IN-KY",MB,4/1/2020 0:00,31110
"Evansville, IN-KY",MB,5/1/2020 0:00,34746
"Evansville, IN-KY",MB,6/1/2020 0:00,43309
"Evansville, IN-KY",MB,7/1/2020 0:00,44322
"Evansville, IN-KY",MB,8/1/2020 0:00,48244
"Evansville, IN-KY",MB,9/1/2020 0:00,54437
"Fairfield, CA",CB,1/1/2019 0:00,29474
"Fairfield, CA",CB,2/1/2019 0:00,27902
"Fairfield, CA",CB,3/1/2019 0:00,29827
"Fairfield, CA",CB,4/1/2019 0:00,31470
"Fairfield, CA",CB,5/1/2019 0:00,31523
"Fairfield, CA",CB,6/1/2019 0:00,27511
"Fairfield, CA",CB,7/1/2019 0:00,29924
"Fairfield, CA",CB,8/1/2019 0:00,31178
"Fairfield, CA",CB,9/1/2019 0:00,29745
"Fairfield, CA",CB,10/1/2019 0:00,33700
"Fairfield, CA",CB,11/1/2019 0:00,27454
"Fairfield, CA",CB,12/1/2019 0:00,26368
"Fairfield, CA",CB,1/1/2020 0:00,29199
"Fairfield, CA",CB,2/1/2020 0:00,28129
"Fairfield, CA",CB,3/1/2020 0:00,17538
"Fairfield, CA",CB,4/1/2020 0:00,4242
"Fairfield, CA",CB,5/1/2020 0:00,4675
"Fairfield, CA",CB,6/1/2020 0:00,6362
"Fairfield, CA",CB,7/1/2020 0:00,7902
"Fairfield, CA",CB,8/1/2020 0:00,7349
"Fairfield, CA",CB,9/1/2020 0:00,7291
"Fairfield, CA",DR,1/1/2019 0:00,1803
"Fairfield, CA",DR,2/1/2019 0:00,1679
"Fairfield, CA",DR,3/1/2019 0:00,1771
"Fairfield, CA",DR,4/1/2019 0:00,1867
"Fairfield, CA",DR,5/1/2019 0:00,1723
"Fairfield, CA",DR,6/1/2019 0:00,1553
"Fairfield, CA",DR,7/1/2019 0:00,1658
"Fairfield, CA",DR,8/1/2019 0:00,1737
"Fairfield, CA",DR,9/1/2019 0:00,1498
"Fairfield, CA",DR,10/1/2019 0:00,1737
"Fairfield, CA",DR,11/1/2019 0:00,1431
"Fairfield, CA",DR,12/1/2019 0:00,1345
"Fairfield, CA",DR,1/1/2020 0:00,1569
"Fairfield, CA",DR,2/1/2020 0:00,1505
"Fairfield, CA",DR,3/1/2020 0:00,912
"Fairfield, CA",DR,4/1/2020 0:00,228
"Fairfield, CA",DR,5/1/2020 0:00,208
"Fairfield, CA",DR,6/1/2020 0:00,270
"Fairfield, CA",DR,7/1/2020 0:00,483
"Fairfield, CA",DR,8/1/2020 0:00,393
"Fairfield, CA",DR,9/1/2020 0:00,429
"Fairfield, CA",MB,1/1/2019 0:00,42431
"Fairfield, CA",MB,2/1/2019 0:00,39981
"Fairfield, CA",MB,3/1/2019 0:00,43984
"Fairfield, CA",MB,4/1/2019 0:00,48234
"Fairfield, CA",MB,5/1/2019 0:00,48419
"Fairfield, CA",MB,6/1/2019 0:00,37793
"Fairfield, CA",MB,7/1/2019 0:00,39845
"Fairfield, CA",MB,8/1/2019 0:00,46085
"Fairfield, CA",MB,9/1/2019 0:00,50242
"Fairfield, CA",MB,10/1/2019 0:00,53623
"Fairfield, CA",MB,11/1/2019 0:00,43424
"Fairfield, CA",MB,12/1/2019 0:00,36079
"Fairfield, CA",MB,1/1/2020 0:00,43007
"Fairfield, CA",MB,2/1/2020 0:00,44496
"Fairfield, CA",MB,3/1/2020 0:00,26112
"Fairfield, CA",MB,4/1/2020 0:00,3894
"Fairfield, CA",MB,5/1/2020 0:00,4232
"Fairfield, CA",MB,6/1/2020 0:00,4734
"Fairfield, CA",MB,7/1/2020 0:00,13011
"Fairfield, CA",MB,8/1/2020 0:00,14741
"Fairfield, CA",MB,9/1/2020 0:00,17233
"Fargo, ND-MN",DR,1/1/2019 0:00,5202
"Fargo, ND-MN",DR,2/1/2019 0:00,5151
"Fargo, ND-MN",DR,3/1/2019 0:00,5647
"Fargo, ND-MN",DR,4/1/2019 0:00,5755
"Fargo, ND-MN",DR,5/1/2019 0:00,5669
"Fargo, ND-MN",DR,6/1/2019 0:00,4552
"Fargo, ND-MN",DR,7/1/2019 0:00,4949
"Fargo, ND-MN",DR,8/1/2019 0:00,5081
"Fargo, ND-MN",DR,9/1/2019 0:00,5051
"Fargo, ND-MN",DR,10/1/2019 0:00,5783
"Fargo, ND-MN",DR,11/1/2019 0:00,5261
"Fargo, ND-MN",DR,12/1/2019 0:00,5421
"Fargo, ND-MN",DR,1/1/2020 0:00,5949
"Fargo, ND-MN",DR,2/1/2020 0:00,5712
"Fargo, ND-MN",DR,3/1/2020 0:00,4020
"Fargo, ND-MN",DR,4/1/2020 0:00,1504
"Fargo, ND-MN",DR,5/1/2020 0:00,1735
"Fargo, ND-MN",DR,6/1/2020 0:00,2391
"Fargo, ND-MN",DR,7/1/2020 0:00,3045
"Fargo, ND-MN",DR,8/1/2020 0:00,3351
"Fargo, ND-MN",DR,9/1/2020 0:00,3658
"Fargo, ND-MN",MB,1/1/2019 0:00,161875
"Fargo, ND-MN",MB,2/1/2019 0:00,170567
"Fargo, ND-MN",MB,3/1/2019 0:00,164565
"Fargo, ND-MN",MB,4/1/2019 0:00,168364
"Fargo, ND-MN",MB,5/1/2019 0:00,128575
"Fargo, ND-MN",MB,6/1/2019 0:00,107852
"Fargo, ND-MN",MB,7/1/2019 0:00,123431
"Fargo, ND-MN",MB,8/1/2019 0:00,135322
"Fargo, ND-MN",MB,9/1/2019 0:00,165703
"Fargo, ND-MN",MB,10/1/2019 0:00,191476
"Fargo, ND-MN",MB,11/1/2019 0:00,165757
"Fargo, ND-MN",MB,12/1/2019 0:00,142714
"Fargo, ND-MN",MB,1/1/2020 0:00,133864
"Fargo, ND-MN",MB,2/1/2020 0:00,145733
"Fargo, ND-MN",MB,3/1/2020 0:00,114707
"Fargo, ND-MN",MB,4/1/2020 0:00,69363
"Fargo, ND-MN",MB,5/1/2020 0:00,73505
"Fargo, ND-MN",MB,6/1/2020 0:00,82563
"Fargo, ND-MN",MB,7/1/2020 0:00,91580
"Fargo, ND-MN",MB,8/1/2020 0:00,100629
"Fargo, ND-MN",MB,9/1/2020 0:00,113253
"Fayetteville, NC",DR,1/1/2019 0:00,5269
"Fayetteville, NC",DR,2/1/2019 0:00,5183
"Fayetteville, NC",DR,3/1/2019 0:00,5914
"Fayetteville, NC",DR,4/1/2019 0:00,5742
"Fayetteville, NC",DR,5/1/2019 0:00,5997
"Fayetteville, NC",DR,6/1/2019 0:00,5642
"Fayetteville, NC",DR,7/1/2019 0:00,5533
"Fayetteville, NC",DR,8/1/2019 0:00,5949
"Fayetteville, NC",DR,9/1/2019 0:00,5588
"Fayetteville, NC",DR,10/1/2019 0:00,7201
"Fayetteville, NC",DR,11/1/2019 0:00,6077
"Fayetteville, NC",DR,12/1/2019 0:00,5630
"Fayetteville, NC",DR,1/1/2020 0:00,6409
"Fayetteville, NC",DR,2/1/2020 0:00,6046
"Fayetteville, NC",DR,3/1/2020 0:00,4782
"Fayetteville, NC",DR,4/1/2020 0:00,2482
"Fayetteville, NC",DR,5/1/2020 0:00,3040
"Fayetteville, NC",DR,6/1/2020 0:00,3514
"Fayetteville, NC",DR,7/1/2020 0:00,3601
"Fayetteville, NC",DR,8/1/2020 0:00,3798
"Fayetteville, NC",DR,9/1/2020 0:00,3971
"Fayetteville, NC",MB,1/1/2019 0:00,119127
"Fayetteville, NC",MB,2/1/2019 0:00,113048
"Fayetteville, NC",MB,3/1/2019 0:00,117432
"Fayetteville, NC",MB,4/1/2019 0:00,112702
"Fayetteville, NC",MB,5/1/2019 0:00,120674
"Fayetteville, NC",MB,6/1/2019 0:00,109600
"Fayetteville, NC",MB,7/1/2019 0:00,175410
"Fayetteville, NC",MB,8/1/2019 0:00,180465
"Fayetteville, NC",MB,9/1/2019 0:00,164230
"Fayetteville, NC",MB,10/1/2019 0:00,186615
"Fayetteville, NC",MB,11/1/2019 0:00,154386
"Fayetteville, NC",MB,12/1/2019 0:00,158370
"Fayetteville, NC",MB,1/1/2020 0:00,163198
"Fayetteville, NC",MB,2/1/2020 0:00,154838
"Fayetteville, NC",MB,3/1/2020 0:00,152939
"Fayetteville, NC",MB,4/1/2020 0:00,116466
"Fayetteville, NC",MB,5/1/2020 0:00,123686
"Fayetteville, NC",MB,6/1/2020 0:00,137652
"Fayetteville, NC",MB,7/1/2020 0:00,142546
"Fayetteville, NC",MB,8/1/2020 0:00,145678
"Fayetteville, NC",MB,9/1/2020 0:00,146829
"Flagstaff, AZ",DR,1/1/2019 0:00,1583
"Flagstaff, AZ",DR,2/1/2019 0:00,1369
"Flagstaff, AZ",DR,3/1/2019 0:00,1766
"Flagstaff, AZ",DR,4/1/2019 0:00,1900
"Flagstaff, AZ",DR,5/1/2019 0:00,1834
"Flagstaff, AZ",DR,6/1/2019 0:00,1634
"Flagstaff, AZ",DR,7/1/2019 0:00,1750
"Flagstaff, AZ",DR,8/1/2019 0:00,1756
"Flagstaff, AZ",DR,9/1/2019 0:00,1686
"Flagstaff, AZ",DR,10/1/2019 0:00,1966
"Flagstaff, AZ",DR,11/1/2019 0:00,1587
"Flagstaff, AZ",DR,12/1/2019 0:00,1607
"Flagstaff, AZ",DR,1/1/2020 0:00,1818
"Flagstaff, AZ",DR,2/1/2020 0:00,1684
"Flagstaff, AZ",DR,3/1/2020 0:00,1125
"Flagstaff, AZ",DR,4/1/2020 0:00,273
"Flagstaff, AZ",DR,5/1/2020 0:00,348
"Flagstaff, AZ",DR,6/1/2020 0:00,411
"Flagstaff, AZ",DR,7/1/2020 0:00,475
"Flagstaff, AZ",DR,8/1/2020 0:00,407
"Flagstaff, AZ",DR,9/1/2020 0:00,511
"Flagstaff, AZ",MB,1/1/2019 0:00,238127
"Flagstaff, AZ",MB,2/1/2019 0:00,250456
"Flagstaff, AZ",MB,3/1/2019 0:00,227655
"Flagstaff, AZ",MB,4/1/2019 0:00,270426
"Flagstaff, AZ",MB,5/1/2019 0:00,156797
"Flagstaff, AZ",MB,6/1/2019 0:00,112248
"Flagstaff, AZ",MB,7/1/2019 0:00,107366
"Flagstaff, AZ",MB,8/1/2019 0:00,168826
"Flagstaff, AZ",MB,9/1/2019 0:00,279979
"Flagstaff, AZ",MB,10/1/2019 0:00,293489
"Flagstaff, AZ",MB,11/1/2019 0:00,231099
"Flagstaff, AZ",MB,12/1/2019 0:00,171039
"Flagstaff, AZ",MB,1/1/2020 0:00,233284
"Flagstaff, AZ",MB,2/1/2020 0:00,258575
"Flagstaff, AZ",MB,3/1/2020 0:00,162822
"Flagstaff, AZ",MB,4/1/2020 0:00,56585
"Flagstaff, AZ",MB,5/1/2020 0:00,63524
"Flagstaff, AZ",MB,6/1/2020 0:00,71226
"Flagstaff, AZ",MB,7/1/2020 0:00,72252
"Flagstaff, AZ",MB,8/1/2020 0:00,89641
"Flagstaff, AZ",MB,9/1/2020 0:00,109102
"Flagstaff, AZ",VP,1/1/2019 0:00,804
"Flagstaff, AZ",VP,2/1/2019 0:00,768
"Flagstaff, AZ",VP,3/1/2019 0:00,898
"Flagstaff, AZ",VP,4/1/2019 0:00,884
"Flagstaff, AZ",VP,5/1/2019 0:00,995
"Flagstaff, AZ",VP,6/1/2019 0:00,822
"Flagstaff, AZ",VP,7/1/2019 0:00,716
"Flagstaff, AZ",VP,8/1/2019 0:00,892
"Flagstaff, AZ",VP,9/1/2019 0:00,876
"Flagstaff, AZ",VP,10/1/2019 0:00,830
"Flagstaff, AZ",VP,11/1/2019 0:00,656
"Flagstaff, AZ",VP,12/1/2019 0:00,640
"Flagstaff, AZ",VP,1/1/2020 0:00,902
"Flagstaff, AZ",VP,2/1/2020 0:00,776
"Flagstaff, AZ",VP,3/1/2020 0:00,754
"Flagstaff, AZ",VP,4/1/2020 0:00,626
"Flagstaff, AZ",VP,5/1/2020 0:00,576
"Flagstaff, AZ",VP,6/1/2020 0:00,678
"Flagstaff, AZ",VP,7/1/2020 0:00,785
"Flagstaff, AZ",VP,8/1/2020 0:00,759
"Flagstaff, AZ",VP,9/1/2020 0:00,698
"Flint, MI",DR,1/1/2019 0:00,43979
"Flint, MI",DR,2/1/2019 0:00,45215
"Flint, MI",DR,3/1/2019 0:00,52250
"Flint, MI",DR,4/1/2019 0:00,51499
"Flint, MI",DR,5/1/2019 0:00,50941
"Flint, MI",DR,6/1/2019 0:00,47881
"Flint, MI",DR,7/1/2019 0:00,48356
"Flint, MI",DR,8/1/2019 0:00,46258
"Flint, MI",DR,9/1/2019 0:00,49575
"Flint, MI",DR,10/1/2019 0:00,57615
"Flint, MI",DR,11/1/2019 0:00,48947
"Flint, MI",DR,12/1/2019 0:00,48111
"Flint, MI",DR,1/1/2020 0:00,52420
"Flint, MI",DR,2/1/2020 0:00,48681
"Flint, MI",DR,3/1/2020 0:00,38635
"Flint, MI",DR,4/1/2020 0:00,24980
"Flint, MI",DR,5/1/2020 0:00,23417
"Flint, MI",DR,6/1/2020 0:00,23866
"Flint, MI",DR,7/1/2020 0:00,28345
"Flint, MI",DR,8/1/2020 0:00,29814
"Flint, MI",DR,9/1/2020 0:00,30032
"Flint, MI",MB,1/1/2019 0:00,323297
"Flint, MI",MB,2/1/2019 0:00,323949
"Flint, MI",MB,3/1/2019 0:00,380628
"Flint, MI",MB,4/1/2019 0:00,377893
"Flint, MI",MB,5/1/2019 0:00,395306
"Flint, MI",MB,6/1/2019 0:00,323573
"Flint, MI",MB,7/1/2019 0:00,283688
"Flint, MI",MB,8/1/2019 0:00,309002
"Flint, MI",MB,9/1/2019 0:00,314784
"Flint, MI",MB,10/1/2019 0:00,360509
"Flint, MI",MB,11/1/2019 0:00,315859
"Flint, MI",MB,12/1/2019 0:00,301714
"Flint, MI",MB,1/1/2020 0:00,324344
"Flint, MI",MB,2/1/2020 0:00,296593
"Flint, MI",MB,3/1/2020 0:00,241398
"Flint, MI",MB,4/1/2020 0:00,4737
"Flint, MI",MB,5/1/2020 0:00,36688
"Flint, MI",MB,6/1/2020 0:00,124329
"Flint, MI",MB,7/1/2020 0:00,130581
"Flint, MI",MB,8/1/2020 0:00,133334
"Flint, MI",MB,9/1/2020 0:00,127814
"Florence, AL",DR,1/1/2019 0:00,8738
"Florence, AL",DR,2/1/2019 0:00,8517
"Florence, AL",DR,3/1/2019 0:00,8959
"Florence, AL",DR,4/1/2019 0:00,9770
"Florence, AL",DR,5/1/2019 0:00,9633
"Florence, AL",DR,6/1/2019 0:00,8028
"Florence, AL",DR,7/1/2019 0:00,8944
"Florence, AL",DR,8/1/2019 0:00,10289
"Florence, AL",DR,9/1/2019 0:00,9916
"Florence, AL",DR,10/1/2019 0:00,11085
"Florence, AL",DR,11/1/2019 0:00,8813
"Florence, AL",DR,12/1/2019 0:00,8714
"Florence, AL",DR,1/1/2020 0:00,10665
"Florence, AL",DR,2/1/2020 0:00,9422
"Florence, AL",DR,3/1/2020 0:00,5793
"Florence, AL",DR,4/1/2020 0:00,639
"Florence, AL",DR,5/1/2020 0:00,946
"Florence, AL",DR,6/1/2020 0:00,2538
"Florence, AL",DR,7/1/2020 0:00,2629
"Florence, AL",DR,8/1/2020 0:00,3371
"Florence, AL",DR,9/1/2020 0:00,4202
"Fort Collins, CO",DR,1/1/2019 0:00,3908
"Fort Collins, CO",DR,2/1/2019 0:00,3624
"Fort Collins, CO",DR,3/1/2019 0:00,3395
"Fort Collins, CO",DR,4/1/2019 0:00,3849
"Fort Collins, CO",DR,5/1/2019 0:00,3968
"Fort Collins, CO",DR,6/1/2019 0:00,3698
"Fort Collins, CO",DR,7/1/2019 0:00,4081
"Fort Collins, CO",DR,8/1/2019 0:00,4089
"Fort Collins, CO",DR,9/1/2019 0:00,3960
"Fort Collins, CO",DR,10/1/2019 0:00,4306
"Fort Collins, CO",DR,11/1/2019 0:00,3915
"Fort Collins, CO",DR,12/1/2019 0:00,3985
"Fort Collins, CO",DR,1/1/2020 0:00,4568
"Fort Collins, CO",DR,2/1/2020 0:00,4033
"Fort Collins, CO",DR,3/1/2020 0:00,2543
"Fort Collins, CO",DR,4/1/2020 0:00,798
"Fort Collins, CO",DR,5/1/2020 0:00,1236
"Fort Collins, CO",DR,6/1/2020 0:00,1778
"Fort Collins, CO",DR,7/1/2020 0:00,2026
"Fort Collins, CO",DR,8/1/2020 0:00,2046
"Fort Collins, CO",DR,9/1/2020 0:00,2211
"Fort Collins, CO",MB,1/1/2019 0:00,220673
"Fort Collins, CO",MB,2/1/2019 0:00,318566
"Fort Collins, CO",MB,3/1/2019 0:00,276178
"Fort Collins, CO",MB,4/1/2019 0:00,325668
"Fort Collins, CO",MB,5/1/2019 0:00,250332
"Fort Collins, CO",MB,6/1/2019 0:00,140859
"Fort Collins, CO",MB,7/1/2019 0:00,155266
"Fort Collins, CO",MB,8/1/2019 0:00,203612
"Fort Collins, CO",MB,9/1/2019 0:00,321680
"Fort Collins, CO",MB,10/1/2019 0:00,371903
"Fort Collins, CO",MB,11/1/2019 0:00,291331
"Fort Collins, CO",MB,12/1/2019 0:00,253662
"Fort Collins, CO",MB,1/1/2020 0:00,233278
"Fort Collins, CO",MB,2/1/2020 0:00,333911
"Fort Collins, CO",MB,3/1/2020 0:00,191961
"Fort Collins, CO",MB,4/1/2020 0:00,39988
"Fort Collins, CO",MB,5/1/2020 0:00,31033
"Fort Collins, CO",MB,6/1/2020 0:00,38879
"Fort Collins, CO",MB,7/1/2020 0:00,42776
"Fort Collins, CO",MB,8/1/2020 0:00,55084
"Fort Collins, CO",MB,9/1/2020 0:00,74956
"Fort Collins, CO",RB,1/1/2019 0:00,106937
"Fort Collins, CO",RB,2/1/2019 0:00,114299
"Fort Collins, CO",RB,3/1/2019 0:00,114918
"Fort Collins, CO",RB,4/1/2019 0:00,128908
"Fort Collins, CO",RB,5/1/2019 0:00,125088
"Fort Collins, CO",RB,6/1/2019 0:00,103223
"Fort Collins, CO",RB,7/1/2019 0:00,108856
"Fort Collins, CO",RB,8/1/2019 0:00,128588
"Fort Collins, CO",RB,9/1/2019 0:00,141471
"Fort Collins, CO",RB,10/1/2019 0:00,143133
"Fort Collins, CO",RB,11/1/2019 0:00,126292
