OID,metro_area,area_land,area_water,GEOID10,mode,month,trips,classification,lat,lon
240,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Heavy Rail,2019-09,8697851,Rail,39.97408706,-75.29707973
241,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Heavy Rail,2019-10,9551054,Rail,39.97408706,-75.29707973
242,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Heavy Rail,2019-11,8520894,Rail,39.97408706,-75.29707973
243,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Heavy Rail,2019-12,8462528,Rail,39.97408706,-75.29707973
244,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Heavy Rail,2020-01,8619348,Rail,39.97408706,-75.29707973
245,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Heavy Rail,2020-02,8201732,Rail,39.97408706,-75.29707973
246,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Heavy Rail,2020-03,5439853,Rail,39.97408706,-75.29707973
247,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Heavy Rail,2020-04,1196420,Rail,39.97408706,-75.29707973
248,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Heavy Rail,2020-05,1399718,Rail,39.97408706,-75.29707973
249,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Heavy Rail,2020-06,1837816,Rail,39.97408706,-75.29707973
250,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Heavy Rail,2020-07,2458063,Rail,39.97408706,-75.29707973
251,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Heavy Rail,2020-08,2415864,Rail,39.97408706,-75.29707973
252,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Heavy Rail,2020-09,2607906,Rail,39.97408706,-75.29707973
253,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2019-01,13312829,Non-Rail,39.97408706,-75.29707973
254,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2019-02,12537031,Non-Rail,39.97408706,-75.29707973
255,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2019-03,13951407,Non-Rail,39.97408706,-75.29707973
256,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2019-04,14069938,Non-Rail,39.97408706,-75.29707973
257,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2019-05,14544647,Non-Rail,39.97408706,-75.29707973
258,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2019-06,12016862,Non-Rail,39.97408706,-75.29707973
259,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2019-07,11071053,Non-Rail,39.97408706,-75.29707973
260,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2019-08,11321988,Non-Rail,39.97408706,-75.29707973
261,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2019-09,12725298,Non-Rail,39.97408706,-75.29707973
262,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2019-10,13690569,Non-Rail,39.97408706,-75.29707973
263,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2019-11,11833100,Non-Rail,39.97408706,-75.29707973
264,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2019-12,11672903,Non-Rail,39.97408706,-75.29707973
265,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2020-01,12122931,Non-Rail,39.97408706,-75.29707973
266,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2020-02,11844403,Non-Rail,39.97408706,-75.29707973
267,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2020-03,8844316,Non-Rail,39.97408706,-75.29707973
268,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2020-04,478308,Non-Rail,39.97408706,-75.29707973
269,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2020-05,1689807,Non-Rail,39.97408706,-75.29707973
270,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2020-06,4243396,Non-Rail,39.97408706,-75.29707973
271,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2020-07,5491033,Non-Rail,39.97408706,-75.29707973
272,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2020-08,5196773,Non-Rail,39.97408706,-75.29707973
273,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Bus,2020-09,5506221,Non-Rail,39.97408706,-75.29707973
274,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2019-01,2004422,Rail,39.97408706,-75.29707973
275,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2019-02,1681916,Rail,39.97408706,-75.29707973
276,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2019-03,2007589,Rail,39.97408706,-75.29707973
277,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2019-04,2129890,Rail,39.97408706,-75.29707973
278,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2019-05,2099834,Rail,39.97408706,-75.29707973
279,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2019-06,1616115,Rail,39.97408706,-75.29707973
280,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2019-07,1733984,Rail,39.97408706,-75.29707973
281,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2019-08,1692216,Rail,39.97408706,-75.29707973
282,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2019-09,2120652,Rail,39.97408706,-75.29707973
283,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2019-10,2346551,Rail,39.97408706,-75.29707973
284,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2019-11,2070968,Rail,39.97408706,-75.29707973
285,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2019-12,2023150,Rail,39.97408706,-75.29707973
286,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2020-01,2053690,Rail,39.97408706,-75.29707973
287,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2020-02,1773693,Rail,39.97408706,-75.29707973
288,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2020-03,1309910,Rail,39.97408706,-75.29707973
289,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2020-04,128366,Rail,39.97408706,-75.29707973
290,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2020-05,229356,Rail,39.97408706,-75.29707973
291,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2020-06,488415,Rail,39.97408706,-75.29707973
292,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2020-07,626002,Rail,39.97408706,-75.29707973
293,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2020-08,547456,Rail,39.97408706,-75.29707973
294,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Streetcar,2020-09,619550,Rail,39.97408706,-75.29707973
295,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2019-01,406073,Non-Rail,39.97408706,-75.29707973
296,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2019-02,379574,Non-Rail,39.97408706,-75.29707973
297,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2019-03,422939,Non-Rail,39.97408706,-75.29707973
298,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2019-04,412088,Non-Rail,39.97408706,-75.29707973
299,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2019-05,426005,Non-Rail,39.97408706,-75.29707973
300,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2019-06,338427,Non-Rail,39.97408706,-75.29707973
301,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2019-07,347505,Non-Rail,39.97408706,-75.29707973
302,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2019-08,344092,Non-Rail,39.97408706,-75.29707973
303,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2019-09,398232,Non-Rail,39.97408706,-75.29707973
304,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2019-10,434445,Non-Rail,39.97408706,-75.29707973
305,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2019-11,392020,Non-Rail,39.97408706,-75.29707973
306,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2019-12,388438,Non-Rail,39.97408706,-75.29707973
307,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2020-01,285424,Non-Rail,39.97408706,-75.29707973
308,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2020-02,283613,Non-Rail,39.97408706,-75.29707973
309,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2020-03,316824,Non-Rail,39.97408706,-75.29707973
310,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2020-04,8122,Non-Rail,39.97408706,-75.29707973
311,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2020-05,54039,Non-Rail,39.97408706,-75.29707973
312,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2020-06,134233,Non-Rail,39.97408706,-75.29707973
313,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2020-07,168509,Non-Rail,39.97408706,-75.29707973
314,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2020-08,175323,Non-Rail,39.97408706,-75.29707973
315,"Philadelphia, PA-NJ-DE-MD",5131784571,127489276,69076,Trolleybus,2020-09,168295,Non-Rail,39.97408706,-75.29707973
316,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2019-01,148430,Non-Rail,40.45730695,-79.95138359
317,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2019-02,142431,Non-Rail,40.45730695,-79.95138359
318,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2019-03,159620,Non-Rail,40.45730695,-79.95138359
319,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2019-04,161731,Non-Rail,40.45730695,-79.95138359
320,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2019-05,164513,Non-Rail,40.45730695,-79.95138359
321,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2019-06,151068,Non-Rail,40.45730695,-79.95138359
322,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2019-07,158142,Non-Rail,40.45730695,-79.95138359
323,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2019-08,162449,Non-Rail,40.45730695,-79.95138359
324,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2019-09,151669,Non-Rail,40.45730695,-79.95138359
325,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2019-10,165847,Non-Rail,40.45730695,-79.95138359
326,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2019-11,145263,Non-Rail,40.45730695,-79.95138359
327,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2019-12,143372,Non-Rail,40.45730695,-79.95138359
328,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2020-01,155604,Non-Rail,40.45730695,-79.95138359
329,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2020-02,145392,Non-Rail,40.45730695,-79.95138359
330,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2020-03,101968,Non-Rail,40.45730695,-79.95138359
331,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2020-04,41363,Non-Rail,40.45730695,-79.95138359
332,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2020-05,48161,Non-Rail,40.45730695,-79.95138359
333,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2020-06,67443,Non-Rail,40.45730695,-79.95138359
334,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2020-07,75905,Non-Rail,40.45730695,-79.95138359
335,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2020-08,76364,Non-Rail,40.45730695,-79.95138359
336,"Pittsburgh, PA",2344752643,42057559,69697,Demand Response,2020-09,82189,Non-Rail,40.45730695,-79.95138359
337,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2019-01,20777,Rail,40.45730695,-79.95138359
338,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2019-02,5983,Rail,40.45730695,-79.95138359
339,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2019-03,0,Rail,40.45730695,-79.95138359
340,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2019-04,0,Rail,40.45730695,-79.95138359
341,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2019-05,31887,Rail,40.45730695,-79.95138359
342,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2019-06,47867,Rail,40.45730695,-79.95138359
343,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2019-07,58092,Rail,40.45730695,-79.95138359
344,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2019-08,57208,Rail,40.45730695,-79.95138359
345,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2019-09,44047,Rail,40.45730695,-79.95138359
346,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2019-10,38319,Rail,40.45730695,-79.95138359
347,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2019-11,35823,Rail,40.45730695,-79.95138359
348,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2019-12,31965,Rail,40.45730695,-79.95138359
349,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2020-01,22739,Rail,40.45730695,-79.95138359
350,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2020-02,24276,Rail,40.45730695,-79.95138359
351,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2020-03,15214,Rail,40.45730695,-79.95138359
352,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2020-04,3025,Rail,40.45730695,-79.95138359
353,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2020-05,5967,Rail,40.45730695,-79.95138359
354,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2020-06,14381,Rail,40.45730695,-79.95138359
355,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2020-07,10085,Rail,40.45730695,-79.95138359
356,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2020-08,18174,Rail,40.45730695,-79.95138359
357,"Pittsburgh, PA",2344752643,42057559,69697,Inclined Plane,2020-09,18442,Rail,40.45730695,-79.95138359
358,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2019-01,557316,Rail,40.45730695,-79.95138359
359,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2019-02,536995,Rail,40.45730695,-79.95138359
360,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2019-03,588419,Rail,40.45730695,-79.95138359
361,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2019-04,633844,Rail,40.45730695,-79.95138359
362,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2019-05,665099,Rail,40.45730695,-79.95138359
363,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2019-06,628503,Rail,40.45730695,-79.95138359
364,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2019-07,695357,Rail,40.45730695,-79.95138359
365,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2019-08,623004,Rail,40.45730695,-79.95138359
366,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2019-09,645423,Rail,40.45730695,-79.95138359
367,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2019-10,681860,Rail,40.45730695,-79.95138359
368,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2019-11,600169,Rail,40.45730695,-79.95138359
369,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2019-12,568008,Rail,40.45730695,-79.95138359
370,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2020-01,580167,Rail,40.45730695,-79.95138359
371,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2020-02,547847,Rail,40.45730695,-79.95138359
372,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2020-03,400838,Rail,40.45730695,-79.95138359
373,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2020-04,56546,Rail,40.45730695,-79.95138359
374,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2020-05,64624,Rail,40.45730695,-79.95138359
375,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2020-06,108574,Rail,40.45730695,-79.95138359
376,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2020-07,97924,Rail,40.45730695,-79.95138359
377,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2020-08,121015,Rail,40.45730695,-79.95138359
378,"Pittsburgh, PA",2344752643,42057559,69697,Light Rail,2020-09,109052,Rail,40.45730695,-79.95138359
379,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2019-01,4491982,Non-Rail,40.45730695,-79.95138359
380,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2019-02,4474110,Non-Rail,40.45730695,-79.95138359
381,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2019-03,4659995,Non-Rail,40.45730695,-79.95138359
382,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2019-04,4864460,Non-Rail,40.45730695,-79.95138359
383,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2019-05,4801070,Non-Rail,40.45730695,-79.95138359
384,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2019-06,4318431,Non-Rail,40.45730695,-79.95138359
385,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2019-07,4618466,Non-Rail,40.45730695,-79.95138359
386,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2019-08,4838152,Non-Rail,40.45730695,-79.95138359
387,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2019-09,4985449,Non-Rail,40.45730695,-79.95138359
388,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2019-10,5338742,Non-Rail,40.45730695,-79.95138359
389,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2019-11,4507276,Non-Rail,40.45730695,-79.95138359
390,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2019-12,4268712,Non-Rail,40.45730695,-79.95138359
391,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2020-01,4679853,Non-Rail,40.45730695,-79.95138359
392,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2020-02,4481849,Non-Rail,40.45730695,-79.95138359
393,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2020-03,2999501,Non-Rail,40.45730695,-79.95138359
394,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2020-04,1360336,Non-Rail,40.45730695,-79.95138359
395,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2020-05,1701968,Non-Rail,40.45730695,-79.95138359
396,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2020-06,1940550,Non-Rail,40.45730695,-79.95138359
397,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2020-07,1759128,Non-Rail,40.45730695,-79.95138359
398,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2020-08,1744421,Non-Rail,40.45730695,-79.95138359
399,"Pittsburgh, PA",2344752643,42057559,69697,Bus,2020-09,1806729,Non-Rail,40.45730695,-79.95138359
400,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2019-01,13478,Non-Rail,40.45730695,-79.95138359
401,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2019-02,12068,Non-Rail,40.45730695,-79.95138359
402,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2019-03,13614,Non-Rail,40.45730695,-79.95138359
403,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2019-04,13224,Non-Rail,40.45730695,-79.95138359
404,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2019-05,11942,Non-Rail,40.45730695,-79.95138359
405,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2019-06,11412,Non-Rail,40.45730695,-79.95138359
406,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2019-07,11310,Non-Rail,40.45730695,-79.95138359
407,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2019-08,9000,Non-Rail,40.45730695,-79.95138359
408,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2019-09,9934,Non-Rail,40.45730695,-79.95138359
409,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2019-10,11036,Non-Rail,40.45730695,-79.95138359
410,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2019-11,8728,Non-Rail,40.45730695,-79.95138359
411,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2019-12,7197,Non-Rail,40.45730695,-79.95138359
412,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2020-01,9274,Non-Rail,40.45730695,-79.95138359
413,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2020-02,8722,Non-Rail,40.45730695,-79.95138359
414,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2020-03,4526,Non-Rail,40.45730695,-79.95138359
415,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2020-04,34,Non-Rail,40.45730695,-79.95138359
416,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2020-05,240,Non-Rail,40.45730695,-79.95138359
417,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2020-06,250,Non-Rail,40.45730695,-79.95138359
418,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2020-07,666,Non-Rail,40.45730695,-79.95138359
419,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2020-08,496,Non-Rail,40.45730695,-79.95138359
420,"Pittsburgh, PA",2344752643,42057559,69697,Vanpool,2020-09,547,Non-Rail,40.45730695,-79.95138359
421,"Shreveport, LA",479423386,6154081,81739,Demand Response,2019-01,6021,Non-Rail,32.48568309,-93.75608738
422,"Shreveport, LA",479423386,6154081,81739,Demand Response,2019-02,5327,Non-Rail,32.48568309,-93.75608738
423,"Shreveport, LA",479423386,6154081,81739,Demand Response,2019-03,6063,Non-Rail,32.48568309,-93.75608738
